Id,Address_State,Application_Type,Emp_Length,Emp_Title,Grade,Home_Ownership,Issue_Date,Last_Credit_Pull_Date,Last_Payment_Date,Loan_Status,Next_Payment_Date,Member_Id,Purpose,Sub_Grade,Term,Verification_Status,Annual_Income,Dti,Installment,Int_Rate,Loan_Amount,Total_Acc,Total_Payment,Emp_Length_Clean,Reliability_Score (%)
518461,CA,INDIVIDUAL,< 1 year,Delta Creative,B,MORTGAGE,44326,44332,00:00.0,Fully Paid,44392,670166,Debt Consolidation,B4, 60 months,Not Verified,95000,0.1469,164.12,0.1099,12000,36,9847,1 year,66
750920,MN,INDIVIDUAL,10+ years,Delta Airlines,B,MORTGAGE,44327,44329,00:00.0,Fully Paid,44360,950329,Debt Consolidation,B2, 60 months,Not Verified,45000,0.0693,96.93,0.1059,4500,19,5305,10 years,76
561568,OK,INDIVIDUAL,10+ years,Oklahoma Department of Public Safety,B,MORTGAGE,44540,44332,00:00.0,Fully Paid,44269,722709,Debt Consolidation,B3, 60 months,Not Verified,90000,0.1185,421.22,0.0962,20000,35,24470,10 years,76
525918,MI,INDIVIDUAL,10+ years,MMPC,B,MORTGAGE,44357,44541,00:00.0,Fully Paid,44572,680437,Debt Consolidation,B4, 60 months,Not Verified,49920,0.1774,201.74,0.1149,15000,22,10513,10 years,76
838700,NY,INDIVIDUAL,10+ years,"Brawdy Construction,Inc.",B,MORTGAGE,44419,44300,00:00.0,Fully Paid,44330,1048812,Debt Consolidation,B4, 60 months,Not Verified,55200,0.1057,263.86,0.1149,12000,15,14897,10 years,76
536694,PA,INDIVIDUAL,10+ years,Lafayette College,B,MORTGAGE,44357,44271,00:00.0,Fully Paid,44423,693310,Debt Consolidation,B5, 60 months,Not Verified,37896,0.139,221.74,0.1186,10000,13,13304,10 years,76
1034572,AZ,INDIVIDUAL,2 years,"Matrix Absence Management, Inc",B,MORTGAGE,44541,44240,00:00.0,Fully Paid,44268,1264157,Debt Consolidation,B3, 60 months,Not Verified,45000,0.1787,265.18,0.1171,12000,20,13521,2 years,61
706497,WA,INDIVIDUAL,4 years,Leisure Concepts,B,MORTGAGE,44266,44271,00:00.0,Fully Paid,44332,898712,Debt Consolidation,B4, 60 months,Not Verified,60000,0.2982,158.86,0.1074,7350,42,9531,4 years,61
798429,CO,INDIVIDUAL,6 years,Encana Oil & Gas (USA) Inc.,B,MORTGAGE,44358,44300,00:00.0,Fully Paid,44330,1003551,Debt Consolidation,B3, 60 months,Not Verified,71000,0.1195,331.5,0.1099,15250,25,18837,6 years,61
550110,CA,INDIVIDUAL,7 years,Critigen,B,MORTGAGE,44387,44271,00:00.0,Fully Paid,44453,709110,Debt Consolidation,B3, 60 months,Not Verified,50000,0.157,392.45,0.1112,18000,44,23116,7 years,61
991708,TX,INDIVIDUAL,7 years,IRS,B,MORTGAGE,44480,44211,00:00.0,Fully Paid,44242,1216334,Debt Consolidation,B5, 60 months,Not Verified,88000,0.2242,325.37,0.1269,14400,36,18752,7 years,61
642665,AZ,INDIVIDUAL,< 1 year,A-1 AUTOMOTIVE REFINISH SUPPLY,B,MORTGAGE,44540,44212,00:00.0,Fully Paid,44243,822616,Debt Consolidation,B4, 60 months,Not Verified,23500,0.1195,87.63,0.0999,4125,12,5257,1 year,66
561461,TX,INDIVIDUAL,1 year,MHMRA of Harris County,B,MORTGAGE,44418,44332,00:00.0,Fully Paid,44422,722572,Debt Consolidation,B3, 60 months,Not Verified,36000,0.065,144.99,0.1112,6650,25,8565,1 year,66
871878,NY,INDIVIDUAL,10+ years,Victory Baptist Church,B,MORTGAGE,44450,44267,00:00.0,Fully Paid,44572,1085981,Debt Consolidation,B2, 60 months,Not Verified,61000,0.0256,344.62,0.1059,16000,43,16418,10 years,76
527782,NM,INDIVIDUAL,10+ years,Los Alamos National Lab,B,MORTGAGE,44357,44360,00:00.0,Fully Paid,44390,682649,Debt Consolidation,B3, 60 months,Not Verified,91100,0.1366,327.04,0.1112,15000,48,18716,10 years,76
1001157,PA,INDIVIDUAL,3 years,Ollies Bargain Outlet,B,MORTGAGE,44511,44392,00:00.0,Fully Paid,44423,1226939,Debt Consolidation,B3, 60 months,Not Verified,59800,0.1355,265.18,0.1171,12000,34,15590,3 years,61
610644,MI,INDIVIDUAL,6 years,worksquared llc,B,MORTGAGE,44510,44328,00:00.0,Fully Paid,44328,783098,Debt Consolidation,B4, 60 months,Not Verified,36240,0.0124,132.77,0.0999,6250,32,7040,6 years,61
593253,SC,INDIVIDUAL,10+ years,Conway Feed & Garden,B,MORTGAGE,44479,44423,00:00.0,Fully Paid,44515,761839,Debt Consolidation,B5, 60 months,Not Verified,30000,0.246,221.74,0.1186,10000,26,13304,10 years,76
865992,PA,INDIVIDUAL,10+ years,East Penn Manufacturing,B,MORTGAGE,44450,44330,00:00.0,Fully Paid,44361,1079375,Debt Consolidation,B1, 60 months,Not Verified,72000,0.0942,230.48,0.0999,14000,18,13119,10 years,76
551897,WI,INDIVIDUAL,10+ years,Froedtert Hospital,B,MORTGAGE,44387,44358,00:00.0,Fully Paid,44388,711207,Debt Consolidation,B4, 60 months,Not Verified,75000,0.1368,142.92,0.1149,6500,30,7087,10 years,76
620695,WA,INDIVIDUAL,3 years,Jamco America,B,MORTGAGE,44510,44482,00:00.0,Fully Paid,44360,795508,Debt Consolidation,B5, 60 months,Not Verified,151000,0.0889,385.65,0.1036,18000,36,21634,3 years,61
520482,TX,INDIVIDUAL,4 years,Chase Bank,B,MORTGAGE,44357,44332,00:00.0,Fully Paid,44329,672883,Debt Consolidation,B4, 60 months,Not Verified,70000,0.2133,191.84,0.1099,12000,25,10944,4 years,61
830225,OK,INDIVIDUAL,1 year,Juvo Web Solutions,B,MORTGAGE,44388,44451,00:00.0,Fully Paid,44481,1039382,Debt Consolidation,B5, 60 months,Not Verified,44400,0.1638,266.88,0.1199,12000,63,13440,1 year,66
529777,SC,INDIVIDUAL,1 year,"Blytheco, LLC",C,MORTGAGE,44357,44362,00:00.0,Fully Paid,44423,685080,Debt Consolidation,C1, 60 months,Not Verified,46000,0.0256,219.57,0.1323,9600,6,13173,1 year,66
531007,SD,INDIVIDUAL,10+ years,LodgeNet Interactive Corporation,C,MORTGAGE,44357,44329,00:00.0,Fully Paid,44360,686577,Debt Consolidation,C1, 60 months,Not Verified,46000,0.1417,228.71,0.1323,10000,30,12980,10 years,76
541949,OH,INDIVIDUAL,10+ years,Clermont County Auditor,C,MORTGAGE,44387,44422,00:00.0,Fully Paid,44422,699440,Debt Consolidation,C1, 60 months,Not Verified,47844,0.0153,343.07,0.1323,15000,46,20028,10 years,76
1022929,CA,INDIVIDUAL,10+ years,costco,C,MORTGAGE,44511,44302,00:00.0,Fully Paid,44574,1251942,Debt Consolidation,C2, 60 months,Not Verified,65196,0.0935,224.73,0.1427,9600,29,11944,10 years,76
568700,NJ,INDIVIDUAL,10+ years,Summit Medical Group,C,MORTGAGE,44418,44332,00:00.0,Fully Paid,44484,731607,Debt Consolidation,C3, 60 months,Not Verified,125000,0.1535,348.87,0.1398,15000,44,20932,10 years,76
638338,NV,INDIVIDUAL,3 years,CenturyLink,C,MORTGAGE,44540,44332,00:00.0,Fully Paid,44453,817703,Debt Consolidation,C3, 60 months,Not Verified,70000,0.1179,272.92,0.1298,12000,29,15952,3 years,61
879493,MO,INDIVIDUAL,4 years,Oakland Lubrication Company,C,MORTGAGE,44450,44362,00:00.0,Fully Paid,44362,1094423,Debt Consolidation,C1, 60 months,Not Verified,44200,0.1648,345.08,0.1349,15000,14,20227,4 years,61
656423,CA,INDIVIDUAL,7 years,Flir Systems,C,MORTGAGE,44207,44332,00:00.0,Fully Paid,44271,839559,Debt Consolidation,C2, 60 months,Not Verified,84000,0.1161,250.63,0.1306,11000,24,15037,7 years,61
799784,CT,INDIVIDUAL,< 1 year,CT Innovations,C,MORTGAGE,44388,44302,00:00.0,Fully Paid,44422,1005013,Debt Consolidation,C2, 60 months,Not Verified,230000,0.1676,291.59,0.1349,12675,33,16767,1 year,66
602949,NY,INDIVIDUAL,10+ years,"FedEx Ground Inc.,",C,MORTGAGE,44479,44515,00:00.0,Fully Paid,44514,773626,Debt Consolidation,C1, 60 months,Not Verified,45000,0.2248,268.34,0.1223,12000,24,15863,10 years,76
696329,NV,INDIVIDUAL,9 years,Las Vegas Professional Hockey,C,MORTGAGE,44266,44302,00:00.0,Fully Paid,44332,887485,Debt Consolidation,C1, 60 months,Not Verified,122000,0.1723,397.58,0.1268,17600,21,23855,9 years,61
532311,GA,INDIVIDUAL,10+ years,Kimberly-Clark Corporation,C,MORTGAGE,44357,44270,00:00.0,Fully Paid,44242,688065,Debt Consolidation,C1, 60 months,Not Verified,51000,0.1685,333.35,0.1323,23500,21,19945,10 years,76
571564,FL,INDIVIDUAL,10+ years,Woverine Anesthesia Assoc,C,MORTGAGE,44449,44332,00:00.0,Fully Paid,44389,735207,Debt Consolidation,C1, 60 months,Not Verified,99996,0.1342,411.68,0.1323,18000,59,21638,10 years,76
844104,MN,INDIVIDUAL,10+ years,United States Probation,C,MORTGAGE,44419,44515,00:00.0,Fully Paid,44545,1054997,Debt Consolidation,C3, 60 months,Not Verified,68000,0.1052,372.21,0.1399,16000,16,22141,10 years,76
698436,LA,INDIVIDUAL,10+ years,Robichaux ford,C,MORTGAGE,44266,44332,00:00.0,Fully Paid,44484,889881,Debt Consolidation,C5, 60 months,Not Verified,96000,0.1631,280.28,0.1417,12000,53,16719,10 years,76
779812,NC,INDIVIDUAL,2 years,bdp international inc,C,MORTGAGE,44358,44332,00:00.0,Fully Paid,44513,982577,Debt Consolidation,C1, 60 months,Not Verified,37000,0.1829,221.77,0.1287,9775,24,12190,2 years,61
1029617,PA,INDIVIDUAL,2 years,JFC Global Staffing,C,MORTGAGE,44511,44423,00:00.0,Fully Paid,44454,1258994,Debt Consolidation,C4, 60 months,Not Verified,64000,0.1969,358.98,0.1527,15000,26,20973,2 years,61
757733,TX,INDIVIDUAL,3 years,Rosen USA,C,MORTGAGE,44327,44512,00:00.0,Fully Paid,44542,957807,Debt Consolidation,C3, 60 months,Not Verified,48000,0.2415,209.37,0.1399,9000,19,10608,3 years,61
828024,CA,INDIVIDUAL,4 years,Scientific Drilling Int.,C,MORTGAGE,44388,44302,00:00.0,Fully Paid,44299,1037022,Debt Consolidation,C2, 60 months,Not Verified,120000,0.1396,276.06,0.1349,12000,23,14274,4 years,61
607202,MN,INDIVIDUAL,5 years,Elden's Food fair,C,MORTGAGE,44510,44212,00:00.0,Fully Paid,44545,778959,Debt Consolidation,C2, 60 months,Not Verified,25000,0.2342,90.22,0.1261,4000,15,5413,5 years,71
552420,WV,INDIVIDUAL,8 years,West Virginia Corrections Academy,C,MORTGAGE,44387,44511,00:00.0,Fully Paid,44238,711825,Debt Consolidation,C1, 60 months,Not Verified,38700,0.1079,228.71,0.1323,10000,19,10539,8 years,61
710690,FL,INDIVIDUAL,9 years,xpedx,C,MORTGAGE,44266,44302,00:00.0,Fully Paid,44332,903467,Debt Consolidation,C3, 60 months,Not Verified,45000,0.1344,367.59,0.1343,16000,15,22055,9 years,61
1038566,PA,INDIVIDUAL,9 years,Sheetz Inc,C,MORTGAGE,44541,44332,00:00.0,Fully Paid,44271,1268272,Debt Consolidation,C5, 60 months,Not Verified,63000,0.1389,437.35,0.1596,18000,16,25955,9 years,61
997090,CT,INDIVIDUAL,1 year,MORNING STAR FOODS,C,MORTGAGE,44511,44302,00:00.0,Fully Paid,44482,1222162,Debt Consolidation,C5, 60 months,Not Verified,60000,0.1182,291.57,0.1596,12000,21,15069,1 year,66
883203,GA,INDIVIDUAL,5 years,Dept of Veterans Affairs,C,MORTGAGE,44450,44332,00:00.0,Fully Paid,44576,1098463,Debt Consolidation,C4, 60 months,Not Verified,150000,0.0682,350.61,0.1527,14650,29,20837,5 years,71
550427,MO,INDIVIDUAL,3 years,Wallstreet Insurance Group,C,MORTGAGE,44387,44302,00:00.0,Fully Paid,44328,709494,Debt Consolidation,C2, 60 months,Not Verified,38900,0.1653,230.67,0.1361,10000,27,11998,3 years,61
708713,CA,INDIVIDUAL,10+ years,Cith and County of San Francisco,C,MORTGAGE,44266,44271,00:00.0,Fully Paid,44302,901235,Debt Consolidation,C4, 60 months,Not Verified,91704,0.0783,347.48,0.138,15000,33,20887,10 years,76
567019,TX,INDIVIDUAL,4 years,Baylor Health Care System,C,MORTGAGE,44418,44515,00:00.0,Fully Paid,44450,729432,Debt Consolidation,C3, 60 months,Not Verified,90300,0.1621,418.65,0.1398,18000,27,20168,4 years,61
724794,NV,INDIVIDUAL,5 years,the orlean casino hotel,C,MORTGAGE,44297,44327,00:00.0,Fully Paid,44358,919961,Debt Consolidation,C5, 60 months,Not Verified,42000,0.1131,186.86,0.1417,8000,29,8096,5 years,71
987695,NC,INDIVIDUAL,6 years,Town of Tarboro,C,MORTGAGE,44480,44332,00:00.0,Fully Paid,44422,1211930,Debt Consolidation,C4, 60 months,Not Verified,42000,0.0443,344.62,0.1527,14400,13,19103,6 years,61
849741,KY,INDIVIDUAL,10+ years,Ky Dept of Parks,C,MORTGAGE,44419,44241,00:00.0,Fully Paid,44241,1061476,Debt Consolidation,C3, 60 months,Not Verified,96000,0.1406,302.42,0.1399,13000,24,16601,10 years,76
1012057,WI,INDIVIDUAL,4 years,Birds Eye Foods,C,MORTGAGE,44511,44423,00:00.0,Fully Paid,44389,1239174,Debt Consolidation,C5, 60 months,Not Verified,35004,0.2132,204.1,0.1596,8400,12,9156,4 years,61
854759,VA,INDIVIDUAL,10+ years,DMV,C,MORTGAGE,44419,44211,00:00.0,Fully Paid,44269,1044830,Debt Consolidation,C5, 60 months,Not Verified,69610,0.2417,286.93,0.1523,12000,48,15637,10 years,76
700978,PA,INDIVIDUAL,10+ years,Lafayette College,D,MORTGAGE,44266,44271,00:00.0,Fully Paid,44302,892715,Debt Consolidation,D2, 60 months,Not Verified,39000,0.2169,356.15,0.1491,15000,14,21368,10 years,76
517660,NY,INDIVIDUAL,10+ years,"Dewey & LeBoeuf, LLP",D,MORTGAGE,44326,44302,00:00.0,Fully Paid,44392,612094,Debt Consolidation,D3, 60 months,Not Verified,45000,0.2147,251.62,0.1533,10500,43,15097,10 years,76
598284,AZ,INDIVIDUAL,10+ years,Recovery Innovations of Arizona,D,MORTGAGE,44479,44332,00:00.0,Fully Paid,44545,767879,Debt Consolidation,D4, 60 months,Not Verified,93000,0.1514,291.5,0.1595,12000,48,17490,10 years,76
744449,CA,INDIVIDUAL,3 years,california hospital  medical center,D,MORTGAGE,44327,44242,00:00.0,Fully Paid,44242,942931,Debt Consolidation,D2, 60 months,Not Verified,90000,0.1269,170.19,0.1599,7000,26,9921,3 years,61
613695,NV,INDIVIDUAL,3 years,Cirque du Soleil,D,MORTGAGE,44510,44545,00:00.0,Fully Paid,44515,786808,Debt Consolidation,D5, 60 months,Not Verified,47000,0.1695,79.5,0.1557,3300,11,4768,3 years,61
824881,AL,INDIVIDUAL,4 years,Joy Mining Machinery,D,MORTGAGE,44419,44482,00:00.0,Fully Paid,44513,1033636,Debt Consolidation,D2, 60 months,Not Verified,150060,0.1232,340.38,0.1599,14000,39,18111,4 years,61
605280,PA,INDIVIDUAL,4 years,Hempfield School District,D,MORTGAGE,44479,44512,00:00.0,Fully Paid,44512,776500,Debt Consolidation,D5, 60 months,Not Verified,50000,0.2028,168.64,0.1557,7000,13,8809,4 years,61
789827,FL,INDIVIDUAL,6 years,RBS Data Services,D,MORTGAGE,44358,44332,00:00.0,Fully Paid,44360,993801,Debt Consolidation,D2, 60 months,Not Verified,81500,0.1655,319.72,0.1599,13150,17,16520,6 years,61
560520,MN,INDIVIDUAL,7 years,Blandin Foundation,D,MORTGAGE,44418,44238,00:00.0,Fully Paid,44266,721431,Debt Consolidation,D2, 60 months,Not Verified,42900,0.0881,310.71,0.1521,13000,14,13805,7 years,61
531346,UT,INDIVIDUAL,8 years,Brigham Young University,D,MORTGAGE,44357,44302,00:00.0,Fully Paid,44573,686958,Debt Consolidation,D4, 60 months,Not Verified,92070,0.0865,121.46,0.1595,5000,21,6592,8 years,61
748282,NY,INDIVIDUAL,10+ years,Corning Community College,D,MORTGAGE,44327,44332,00:00.0,Fully Paid,44575,947313,Debt Consolidation,D4, 60 months,Not Verified,73500,0.2475,285.13,0.1689,11500,22,16577,10 years,76
797102,WI,INDIVIDUAL,4 years,First State Bank,D,MORTGAGE,44358,44332,00:00.0,Fully Paid,44360,1002029,Debt Consolidation,D3, 60 months,Not Verified,43320,0.0709,294.96,0.1649,12000,35,15175,4 years,61
606728,CO,INDIVIDUAL,9 years,Progressive Insurance,D,MORTGAGE,44510,44453,00:00.0,Fully Paid,44453,778347,Debt Consolidation,D3, 60 months,Not Verified,48000,0.1775,284.41,0.1483,12000,35,16671,9 years,61
670353,NC,INDIVIDUAL,10+ years,bass ac,D,MORTGAGE,44238,44332,00:00.0,Fully Paid,44454,857001,Debt Consolidation,D3, 60 months,Not Verified,59460,0.1419,287.25,0.1528,12000,30,17179,10 years,76
535707,NY,INDIVIDUAL,5 years,Chandersons,D,MORTGAGE,44357,44514,00:00.0,Fully Paid,44544,692183,Debt Consolidation,D3, 60 months,Not Verified,45000,0.1339,240.96,0.1558,10000,15,14364,5 years,71
811065,CA,INDIVIDUAL,7 years,PG&E,D,MORTGAGE,44388,44332,00:00.0,Fully Paid,44328,1018038,Debt Consolidation,D4, 60 months,Not Verified,107000,0.0813,297.53,0.1689,12000,30,13453,7 years,61
642772,NC,INDIVIDUAL,< 1 year,watson electrical construction co,D,MORTGAGE,44207,44212,00:00.0,Fully Paid,44574,822673,Debt Consolidation,D4, 60 months,Not Verified,35000,0.2037,118.88,0.152,4975,20,6695,1 year,66
719571,NC,INDIVIDUAL,< 1 year,Heritage Healthcare at High Point,D,MORTGAGE,44297,44302,00:00.0,Fully Paid,44332,913923,Debt Consolidation,D5, 60 months,Not Verified,110000,0.2032,851.51,0.1602,35000,36,51106,1 year,66
738672,MD,INDIVIDUAL,10+ years,Johns Hopkins University,D,MORTGAGE,44327,44329,00:00.0,Fully Paid,44360,936104,Debt Consolidation,D3, 60 months,Not Verified,105000,0.0824,359.06,0.1528,15000,29,18935,10 years,76
1053319,CO,INDIVIDUAL,2 years,Colorado Parks and Wildlife,D,MORTGAGE,44541,44483,00:00.0,Fully Paid,44514,1284901,Debt Consolidation,D2, 60 months,Not Verified,55000,0.1167,445.13,0.1677,18000,13,24800,2 years,61
521701,FL,INDIVIDUAL,3 years,Noble Properties,D,MORTGAGE,44326,44210,00:00.0,Fully Paid,44573,674654,Debt Consolidation,D3, 60 months,Not Verified,55000,0.1256,192.77,0.1558,8000,8,10548,3 years,61
970226,MN,INDIVIDUAL,5 years,Travelers Indemnity Company,D,MORTGAGE,44480,44332,00:00.0,Fully Paid,44360,1191471,Debt Consolidation,D5, 60 months,Not Verified,81996,0.1384,191.48,0.1825,7500,25,9448,5 years,71
549838,NH,INDIVIDUAL,< 1 year,Genzyme,D,MORTGAGE,44387,44302,00:00.0,Fully Paid,44269,708804,Debt Consolidation,D4, 60 months,Not Verified,74004,0.1393,283.61,0.1595,11675,17,16425,1 year,66
601580,AZ,INDIVIDUAL,10+ years,City of Tucson,D,MORTGAGE,44479,44515,00:00.0,Fully Paid,44575,771926,Debt Consolidation,D4, 60 months,Not Verified,63400,0.1546,229.4,0.152,9600,18,13582,10 years,76
666835,AZ,INDIVIDUAL,4 years,henderson engineers,D,MORTGAGE,44238,44239,00:00.0,Fully Paid,44239,852525,Debt Consolidation,D5, 60 months,Not Verified,54000,0.1333,97.32,0.1602,4000,29,4400,4 years,61
518532,GA,INDIVIDUAL,6 years,TVA Fire and Safety,D,MORTGAGE,44326,44392,00:00.0,Fully Paid,44454,670265,Debt Consolidation,D2, 60 months,Not Verified,88000,0.1486,237.69,0.1496,10000,18,14500,6 years,61
631137,KY,INDIVIDUAL,3 years,Lusk Mechanical,D,MORTGAGE,44207,44332,00:00.0,Fully Paid,44423,808546,Debt Consolidation,D3, 60 months,Not Verified,41976,0.1052,177.76,0.1483,7500,16,10627,3 years,61
831172,LA,INDIVIDUAL,10+ years,Gulf IntraCoastal Constructors,E,MORTGAGE,44419,44267,00:00.0,Fully Paid,44298,1040381,Debt Consolidation,E3, 60 months,Not Verified,97500,0.0521,206.61,0.1879,8000,28,8732,10 years,76
522006,MI,INDIVIDUAL,10+ years,Ford Motor co.,E,MORTGAGE,44326,44332,00:00.0,Fully Paid,44240,675141,Debt Consolidation,E5, 60 months,Not Verified,62400,0.1661,334.7,0.1793,13200,63,18206,10 years,76
830967,GA,INDIVIDUAL,4 years,Gulfstream aerospace,E,MORTGAGE,44388,44450,00:00.0,Fully Paid,44480,1040156,Debt Consolidation,E1, 60 months,Not Verified,69000,0.1508,165.03,0.1799,6500,16,6598,4 years,61
524480,AL,INDIVIDUAL,5 years,"National Healthcare Of Hartselle, Inc",E,MORTGAGE,44357,44362,00:00.0,Fully Paid,44392,678591,Debt Consolidation,E3, 60 months,Not Verified,42000,0.084,149.73,0.1719,6000,6,8984,5 years,71
668841,NY,INDIVIDUAL,6 years,Suffolk County Sheriff's office,E,MORTGAGE,44238,44302,00:00.0,Fully Paid,44268,855204,Debt Consolidation,E1, 60 months,Not Verified,110000,0.0903,735.94,0.164,30000,37,36943,6 years,61
701196,CO,INDIVIDUAL,7 years,ARC Integrated Program Management  and  Consilium Partners  LLC,E,MORTGAGE,44266,44360,00:00.0,Fully Paid,44360,892954,Debt Consolidation,E2, 60 months,Not Verified,94000,0.1554,741.88,0.1677,30000,16,39259,7 years,61
571715,MO,INDIVIDUAL,10+ years,,E,MORTGAGE,44418,44362,00:00.0,Fully Paid,44300,735397,Debt Consolidation,E1, 60 months,Not Verified,35000,0.0665,137.53,0.1645,5600,36,7956,10 years,76
801985,CA,INDIVIDUAL,5 years,Travelers Insurance,E,MORTGAGE,44388,44300,00:00.0,Fully Paid,44300,1007607,Debt Consolidation,E3, 60 months,Not Verified,60000,0.116,247.93,0.1879,9600,35,13534,5 years,71
1034832,GA,INDIVIDUAL,2 years,"AMB Client Services, LLC",E,MORTGAGE,44541,44332,00:00.0,Fully Paid,44271,1264460,Debt Consolidation,E5, 60 months,Not Verified,240000,0.1356,895.82,0.203,33600,26,53088,2 years,61
996065,WI,INDIVIDUAL,2 years,Charter Communications,E,MORTGAGE,44480,44269,00:00.0,Fully Paid,44330,1220666,Debt Consolidation,E5, 60 months,Not Verified,27576,0.1031,319.94,0.203,12000,14,16896,2 years,61
747146,MA,INDIVIDUAL,5 years,Airgas,E,MORTGAGE,44327,44332,00:00.0,Fully Paid,44388,945998,Debt Consolidation,E4, 60 months,Not Verified,55000,0.0718,109.63,0.1929,4200,15,4268,5 years,71
734060,FL,INDIVIDUAL,9 years,City of Leesburg,E,MORTGAGE,44297,44332,00:00.0,Fully Paid,44392,930527,Debt Consolidation,E3, 60 months,Not Verified,50000,0.2273,324.07,0.1714,13000,26,19136,9 years,61
742971,CA,INDIVIDUAL,8 years,New Dawn Recovery,E,MORTGAGE,44327,44241,00:00.0,Fully Paid,44241,941144,Debt Consolidation,E2, 60 months,Not Verified,36000,0.219,204.85,0.1839,8000,20,11191,8 years,61
983821,NY,INDIVIDUAL,10+ years,eastman kodak,E,MORTGAGE,44480,44483,00:00.0,Fully Paid,44513,1207180,Debt Consolidation,E1, 60 months,Not Verified,38000,0.1601,423.48,0.1864,16450,27,21775,10 years,76
762239,WI,INDIVIDUAL,10+ years,at&t,E,MORTGAGE,44327,44302,00:00.0,Fully Paid,44574,962748,Debt Consolidation,E4, 60 months,Not Verified,76450,0.1962,104.41,0.1929,4000,40,5602,10 years,76
641530,CA,INDIVIDUAL,4 years,BAKERSFIELD MEMORIAL HOSPITAL,E,MORTGAGE,44207,44332,00:00.0,Fully Paid,44483,821205,Debt Consolidation,E2, 60 months,Not Verified,200004,0.2108,612.22,0.1632,25000,50,35687,4 years,61
815910,RI,INDIVIDUAL,8 years,new england tire,E,MORTGAGE,44388,44302,00:00.0,Fully Paid,44359,1023615,Debt Consolidation,E2, 60 months,Not Verified,115000,0.0778,512.13,0.1839,20000,46,21848,8 years,61
643535,MO,INDIVIDUAL,8 years,Jay Hatfield Inc.,E,MORTGAGE,44207,44271,00:00.0,Fully Paid,44422,823578,Debt Consolidation,E4, 60 months,Not Verified,72000,0.177,597.24,0.1706,24000,41,34510,8 years,61
806581,TX,INDIVIDUAL,9 years,Dell inc,E,MORTGAGE,44388,44392,00:00.0,Fully Paid,44423,1012778,Debt Consolidation,E2, 60 months,Not Verified,54504,0.1841,153.64,0.1839,6000,33,9055,9 years,61
609236,AR,INDIVIDUAL,10+ years,Little Rock School District,E,MORTGAGE,44510,44359,00:00.0,Fully Paid,44359,781471,Debt Consolidation,E2, 60 months,Not Verified,48000,0.154,293.87,0.1632,12000,11,14645,10 years,76
734739,CA,INDIVIDUAL,6 years,value plus service,E,MORTGAGE,44297,44390,00:00.0,Fully Paid,44421,931299,Debt Consolidation,E1, 60 months,Not Verified,42000,0.0443,68.69,0.164,2800,36,3660,6 years,61
619737,NY,INDIVIDUAL,3 years,M+W Group,F,MORTGAGE,44510,44302,00:00.0,Fully Paid,44513,794322,Debt Consolidation,F2, 60 months,Not Verified,50000,0.2153,356.81,0.1817,14000,17,19754,3 years,61
767220,WI,INDIVIDUAL,< 1 year,Becton and Dickenson,F,MORTGAGE,44358,44302,00:00.0,Fully Paid,44542,968273,Debt Consolidation,F1, 60 months,Not Verified,62000,0.048,319.6,0.2025,12000,9,15150,1 year,66
678117,VA,INDIVIDUAL,5 years,Gastroenterology and Hepatology Assoc.,F,MORTGAGE,44238,44302,00:00.0,Fully Paid,44483,866367,Debt Consolidation,F1, 60 months,Not Verified,42000,0.2386,372.74,0.1825,14600,46,21485,5 years,71
726242,MO,INDIVIDUAL,6 years,SolArc  Inc.,F,MORTGAGE,44297,44302,00:00.0,Fully Paid,44363,921586,Debt Consolidation,F1, 60 months,Not Verified,135996,0.2132,367.63,0.1825,14400,33,22057,6 years,61
738285,IL,INDIVIDUAL,10+ years,182nd Airlift Wing Fire Dept.,F,MORTGAGE,44297,44332,00:00.0,Fully Paid,44482,935630,Debt Consolidation,F4, 60 months,Not Verified,61000,0.1818,365.95,0.1936,14000,28,19338,10 years,76
780343,GA,INDIVIDUAL,6 years,duncan tire co,G,MORTGAGE,44358,44392,00:00.0,Fully Paid,44240,983121,Debt Consolidation,G4, 60 months,Not Verified,101004,0.1491,339.81,0.2322,12000,35,16014,6 years,61
796970,OK,INDIVIDUAL,5 years,PLICO,D,MORTGAGE,44358,44212,00:00.0,Fully Paid,44361,1001880,Debt Consolidation,D3, 60 months,Not Verified,83500,0.0394,294.96,0.1649,12000,24,16440,5 years,71
528634,WI,INDIVIDUAL,4 years,City of Madison,F,MORTGAGE,44357,44302,00:00.0,Fully Paid,44423,683669,Debt Consolidation,F3, 60 months,Not Verified,74500,0.2308,77.89,0.1904,3000,27,4673,4 years,61
564118,FL,INDIVIDUAL,10+ years,orlando housing authority,B,OWN,44418,44420,00:00.0,Fully Paid,44451,725877,Debt Consolidation,B1, 60 months,Not Verified,42000,0.0271,257.22,0.1038,12000,23,14030,10 years,76
599728,TX,INDIVIDUAL,10+ years,M&D Supply,B,OWN,44479,44515,00:00.0,Fully Paid,44545,769785,Debt Consolidation,B4, 60 months,Not Verified,25000,0.1925,180.56,0.0999,8500,12,10833,10 years,76
1025186,NJ,INDIVIDUAL,10+ years,NJ Manufacturers Insurance Co,B,OWN,44511,44329,00:00.0,Fully Paid,44360,1254328,Debt Consolidation,B5, 60 months,Not Verified,59500,0.1337,255.33,0.1269,11300,28,13127,10 years,76
